1679211871248,300,2
1679211871256,300,2
1679211871263,301,2
1679211871270,298,2
1679211871278,298,2
1679211871285,300,2
1679211871293,298,2
1679211871300,292,2
1679211871308,294,2
1679211871315,297,2
1679211871322,300,2
1679211871330,301,2
1679211871337,297,2
1679211871345,295,2
1679211871352,300,2
1679211871359,302,2
1679211871367,301,2
1679211871374,300,2
1679211871382,298,2
1679211871389,299,2
1679211871396,299,2
1679211871404,298,2
1679211871411,296,2
1679211871419,293,2
1679211871426,292,2
1679211871433,294,2
1679211871441,292,2
1679211871448,294,2
1679211871456,298,2
1679211871463,298,2
1679211871470,298,2
1679211871478,298,2
1679211871485,298,2
1679211871493,301,2
1679211871500,301,2
1679211871508,297,2
1679211871515,295,2
1679211871522,294,2
1679211871530,299,2
1679211871537,299,2
1679211871545,299,2
1679211871552,298,2
1679211871559,300,2
1679211871567,300,2
1679211871574,300,2
1679211871582,303,2
1679211871589,301,2
1679211871596,298,2
1679211871604,298,2
1679211871611,297,2
1679211871619,298,2
1679211871626,297,2
1679211871633,296,2
1679211871641,297,2
1679211871648,299,2
1679211871656,293,2
1679211871663,294,2
1679211871671,300,2
1679211871678,301,2
1679211871685,301,2
1679211871693,302,2
1679211871700,302,2
1679211871708,301,2
1679211871715,301,2
1679211871723,298,2
1679211871730,296,2
1679211871737,290,2
1679211871745,292,2
1679211871752,298,2
1679211871759,296,2
1679211871767,295,2
1679211871774,300,2
1679211871782,301,2
1679211871789,303,2
1679211871796,301,2
1679211871804,301,2
1679211871811,298,2
1679211871819,298,2
1679211871826,298,2
1679211871833,296,2
1679211871841,292,2
1679211871848,293,2
1679211871856,293,2
1679211871863,295,2
1679211871871,300,2
1679211871878,301,2
1679211871885,301,2
1679211871893,302,2
1679211871900,302,2
1679211871908,301,2
1679211871915,300,2
1679211871922,298,2
1679211871930,297,2
1679211871937,286,2
1679211871945,293,2
1679211871952,298,2
1679211871960,299,2
1679211871967,302,2
1679211871974,299,2
1679211871982,299,2
1679211871989,302,2
1679211871997,303,2
1679211872004,302,2
1679211872011,296,2
1679211872019,289,2
1679211872026,295,2
1679211872034,299,2
1679211872041,298,2
1679211872048,299,2
1679211872056,301,2
1679211872063,302,2
1679211872071,303,2
1679211872078,302,2
1679211872085,300,2
1679211872093,298,2
1679211872100,292,2
1679211872108,293,2
1679211872115,293,2
1679211872123,298,2
1679211872130,301,2
1679211872137,301,2
1679211872145,301,2
1679211872152,301,2
1679211872160,301,2
1679211872167,301,2
1679211872174,297,2
1679211872182,289,2
1679211872189,295,2
1679211872197,298,2
1679211872204,298,2
1679211872211,301,2
1679211872219,301,2
1679211872226,302,2
1679211872234,302,2
1679211872241,301,2
1679211872248,301,2
1679211872256,298,2
1679211872263,290,2
1679211872271,292,2
1679211872278,296,2
1679211872285,301,2
1679211872293,303,2
1679211872300,300,2
1679211872308,297,2
1679211872315,298,2
1679211872323,299,2
1679211872330,301,2
1679211872337,298,2
1679211872345,295,2
1679211872352,299,2
1679211872359,300,2
1679211872367,301,2
1679211872374,300,2
1679211872382,299,2
1679211872389,296,2
1679211872397,291,2
1679211872404,293,2
1679211872411,298,2
1679211872419,300,2
1679211872426,295,2
1679211872434,295,2
1679211872441,298,2
1679211872448,299,2
1679211872456,301,2
1679211872463,301,2
1679211872471,299,2
1679211872478,299,2
1679211872485,299,2
1679211872493,300,2
1679211872500,300,2
1679211872508,294,2
1679211872515,293,2
1679211872523,296,2
1679211872530,298,2
1679211872537,295,2
1679211872545,297,2
1679211872552,301,2
1679211872560,302,2
1679211872567,302,2
1679211872574,301,2
1679211872582,299,2
1679211872589,298,2
1679211872597,292,2
1679211872604,292,2
1679211872611,294,2
1679211872619,293,2
1679211872626,295,2
1679211872634,299,2
1679211872641,300,2
1679211872648,300,2
1679211872656,301,2
1679211872663,302,2
1679211872671,302,2
1679211872678,299,2
1679211872685,295,2
1679211872693,294,2
1679211872700,295,2
1679211872708,296,2
1679211872715,295,2
1679211872723,298,2
1679211872730,300,2
1679211872737,299,2
1679211872745,298,2
1679211872752,298,2
1679211872760,297,2
1679211872767,295,2
1679211872774,295,2
1679211872782,297,2
1679211872789,297,2
1679211872797,301,2
1679211872804,302,2
1679211872812,300,2
1679211872819,295,2
1679211872826,297,2
1679211872834,299,2
1679211872841,298,2
1679211872848,294,2
1679211872856,299,2
1679211872863,300,2
1679211872871,299,2
1679211872878,296,2
1679211872886,298,2
1679211872893,301,2
1679211872900,301,2
1679211872908,297,2
1679211872915,295,2
1679211872923,297,2
1679211872930,297,2
1679211872937,300,2
1679211872945,301,2
1679211872952,299,2
1679211872960,300,2
1679211872967,299,2
1679211872975,297,2
1679211872982,297,2
1679211872989,296,2
1679211872997,294,2
1679211873004,293,2
1679211873011,298,2
1679211873019,301,2
1679211873026,301,2
1679211873034,300,2
1679211873041,302,2
1679211873049,300,2
1679211873056,299,2
1679211873063,299,2
1679211873071,300,2
1679211873078,293,2
1679211873086,296,2
1679211873093,297,2
1679211873100,300,2
